Handle,Title,Description,Rule Tags,AI Tags,Final Tags,Category,Audit Error Type,Audit Error Details,Correction,AI Prompt,Model Output
0mg-imp-jar-x-lucky-13-50ml-shortfill-50vg-50pg,0mg Imp Jar x Lucky 13 50ml Shortfill (50VG/50PG),"<p>Unleash the mysteries of vaping pleasure with Imp Jar x Lucky 13 50ml Shortfill, a collaboration that promises to take your vape game to new heights. This perfect e-liquid masterpiece boasts a 50VG/50PG ratio that guarantees a smooth and satisfying vape every time. The 50ml shortfill bottle allows you to customize your nicotine strength, catering to your personal preferences for a tailored vaping journey. Crafted meticulously by two renowned vaping brands, this e-liquid is a perfect blend of expertise and passion, resulting in an extraordinary flavour profile. <strong><br><br><br>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle<br>
</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>American Waffle<br>
</li>
<li>Blackcurrant Aniseed Menthol<br>
</li>
<li>Blue Raspberry &amp; Lime<br>
</li>
<li>Blue Raspberry &amp; Strawberry Ice Blast<br>
</li>
<li>Strawberry &amp; Peach</li>
<li>Lemon Sherbet</li>
</ul>
<!----><!---->","50ml,50/50,shortfill,0mg,10ml,nic_salt,ice",,"50ml,50/50,shortfill,0mg,10ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-x-wick-liquor-50ml-shortfill-50vg-50pg,0mg Imp Jar x Wick Liquor 50ml Shortfill (50VG/50PG),"<p>Elevate your vaping experience with the Imp Jar x Wick Liquor 50ml Shortfill, a collaboration that promises to tantalize your taste buds like never before. This exquisite e-liquid masterpiece boasts a perfectly balanced 50VG/50PG ratio, ensuring a smooth and satisfying vape with every puff. The 50ml shortfill bottle allows you to customize your desired nicotine strength, catering to your personal preferences and ensuring a tailored vaping journey. Meticulously crafted by two renowned brands in the vaping industry, this e-liquid is a harmonious fusion of expertise and passion, resulting in a flavor profile that is nothing short of extraordinary. With each inhale, you'll be transported to a realm of indulgence, where the rich and complex notes dance on your palate, leaving you craving for more. Whether you're a seasoned vaper or a newcomer to the world of vaping, the Imp Jar x Wick Liquor 50ml Shortfill is a must-try for those seeking an unparalleled vaping experience.<strong><br><br><br>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle<br>
</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong><br></p>
<ul>
<li>Arcadia<br>
</li>
<li>Mantra<br>
</li>
<li>O.G.B<br>
</li>
<li>Umbra<br>
</li>
<li>Utopia<br>
</li>
</ul>
<p><br></p>
<!----><!---->","50ml,50/50,shortfill,0mg,10ml,nic_salt",,"50ml,50/50,shortfill,0mg,10ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-imp-jar-x-zeus-bolt-50ml-shortfill-50vg-50pg,0mg Imp Jar x Zeus Bolt 50ml Shortfill (50VG/50PG),"<p>Experience the electrifying fusion of flavours with the 0mg Imp Jar x Zeus Bolt 50ml Shortfill. This collaborative masterpiece offers a perfectly balanced 50VG/50PG ratio for a smooth and satisfying vape every time. Customizable nicotine levels in the 50ml shortfill bottle allow for a personalized vaping journey. Two renowned brands in the vaping industry have expertly crafted this e-liquid, resulting in a harmonious blend of passion and expertise. Prepare to be amazed by the extraordinary flavour profile of this exquisite masterpiece.<strong><br><br><br>Product Features:</strong></p>
<ul>
<li>Made in the UK<br>
</li>
<li>0mg Nicotine Strength<br>
</li>
<li>50ml E-Liquid Content in a 60ml Shortfill Bottle<br>
</li>
<li>Space for 1 x 10ml Nicotine shots<br>
</li>
<li>50VG/50PG<br>
</li>
<li>Ideal for Sub-Ohm Devices and Kits<br>
</li>
<li>Childproof Cap and Tamper Evident Seal<br>
</li>
<li>Recyclable Bottle<br>
</li>
<li>TPD Complaint</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Banana Custard<br>
</li>
<li>Peach Lemon<br>
</li>
<li>Strawberry Kiwi<br>
</li>
<li>Vanilla Custard<br>
</li>
<li>White Chocolate Mocha<br><br>
</li>
</ul>
<!----><!---->","50ml,50/50,shortfill,0mg,10ml,nic_salt",,"50ml,50/50,shortfill,0mg,10ml,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-irresistible-100ml-shortfill-70vg-30pg,0mg Irresistible 100ml Shortfill (70VG/30PG),"Experience the irresistible 100ml shortfill e-liquid. This professionally crafted blend boasts a delectable 70VG/30PG ratio, providing a smooth and satisfying vaping experience. Let yourself be enchanted by the captivating notes that dance across your palate, offering a truly mesmerizing session. Whether you're a seasoned vaper or new to e-cigarettes, this nicotine-free formula is sure to become your go-to. Achieve the perfect balance of flavor and vapor production with ""Irresistible,"" and indulge in a world of pure satisfaction.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications: </strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">Made in the UK</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">0mg Nicotine Strength</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">100ml E-liquid Content in a 120ml Shortfill Bottle</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">Space for 2 x 18mg Nicotine shots for 3mg</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">70VG/30PG</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">Childproof and Tamper evident cap</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">Suitable for Sub Ohm Vaping</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">Recyclable Bottle</span></li>
<li data-mce-fragment=""1""><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"" data-mce-style=""font-size: 0.875rem;"">TPD compliant</span></li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours: <br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Cherry</li>
<li data-mce-fragment=""1"">Cherry &amp; Blue Razz</li>
<li data-mce-fragment=""1"">Cherry &amp; Grape</li>
<li data-mce-fragment=""1"">Cherry &amp; Lemon</li>
<li data-mce-fragment=""1"">Cherry &amp; Mixed Berry</li>
<li data-mce-fragment=""1"">Cherry &amp; Pineapple</li>
<li data-mce-fragment=""1"">Grape</li>
<li data-mce-fragment=""1"">Grape &amp; Apple</li>
<li data-mce-fragment=""1"">Grape &amp; Blackcurrant</li>
<li data-mce-fragment=""1"">Grape &amp; Blue Razz</li>
<li data-mce-fragment=""1"">Grape &amp; Mixed Berry</li>
<li data-mce-fragment=""1"">Grape &amp; Orange</li>
</ul>","70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt",shortfill,"70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ivg-pro-12-pod-vape-kit-10000-puffs,0mg IVG Pro 12 Pod Vape Kit 10000 Puffs,"<p><meta charset=""UTF-8""><span>The 0mg IVG Pro 12 Zero Nicotine Pod Vape Kit is a cutting-edge, no-nicotine solution built for vapers who prioritize convenience, endurance, and flavour without the presence of nicotine. Designed with a robust 1000mAh rechargeable battery and rapid USB Type-C charging, this device ensures consistent performance for up to 10,000 puffs per kit. Each kit includes a 2ml prefilled pod paired with a 10ml refill container, utilizing integrated mesh coil technology to produce exceptionally smooth and flavourful vapour with every draw. Its mouth-to-lung (MTL) setup and fixed airflow provide an experience that’s satisfying and discreet, closely mimicking the feel of traditional smoking but without any nicotine content. </span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>Upto 10,000 Puffs</li>
<li>0mg Nicotine Strengths</li>
<li>USB Type-C Port</li>
<li>Battery Level Indicator</li>
<li>Mesh Coil Technology</li>
<li>2ml + 10ml Combined E-liquid Capacity</li>
<li>Fully TPD compliant</li>
</ul>
<p><strong>What's In The Box:</strong></p>
<ul>
<li>1 x IVG Pro 12 1000 mAh Device</li>
<li>1 x IVG Pro 12 Prefilled 2ml Pod Cartridge</li>
<li>1 x IVG Pro 12 Prefilled 10ml Auto-Refill Container</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>
<span>Blue Raspberry Ice</span><span></span><br>
</li>
<li>
<span></span>Fizzy Cherry</li>
<li>Strawberry Raspberry Cherry</li>
</ul>","traditional_nicotine,mouth-to-lung,0mg,10ml,nic_salt,ice",,"traditional_nicotine,mouth-to-lung,0mg,10ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-ivg-pro-12-refill-pods-10000-puffs,0mg IVG Pro 12 Refill Pods 10000 Puffs,"<p><meta charset=""UTF-8""><meta charset=""UTF-8""><span>The 0mg IVG Pro 12 Zero Nicotine Refill Pod is designed for vapers seeking a premium, satisfying experience without any nicotine content. Each refill pod features a 2ml prefilled chamber and a 10ml refill container, giving a total e-liquid capacity of 12ml and supporting up to 10,000 puffs per pod. Engineered for seamless compatibility with the IVG Pro 12 Kit, this pod utilizes advanced mesh coil technology to deliver consistently rich flavor and smooth vapor from the first draw to the last. </span><br></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>Zero Nicotine Pre-filled Pods</li>
<li>10,000+ Puffs per pod</li>
<li>2ml + 10ml (12mL) E-liquid Capacity</li>
<li>Zero Nicotine Interchangeable Pods</li>
<li>Inhale Draw Activated</li>
<li>MTL Vaping Style</li>
<li>Meshed Coil Technology</li>
<li>TPD Compliant<br>
</li>
</ul>
<p><strong>What's In The Box:</strong></p>
<ul>
<li>1 x 2mL IVG Pre-filled 0mg Pod</li>
<li>1 x 10mL IVG Pre-filled 0mg Refill Container</li>
<li>1 x User Manual<br>
</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Blue Raspberry Ice</li>
<li>Blue Sour Raspberry</li>
<li>Fizzy Cherry</li>
<li>Lemon Lime</li>
<li>Pineapple Ice</li>
<li>Red Sour Raspberry</li>
<li>Strawberry Ice</li>
<li>Strawberry Raspberry Cherry</li>
<li>Strawberry Watermelon</li>
</ul>","candy/sweets,mouth-to-lung,0mg,10ml,nic_salt,ice",,"candy/sweets,mouth-to-lung,0mg,10ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-juice-n-power-shortfills-100ml-70vg-30pg,0mg Juice N Power Shortfills 100ml (70VG/30PG),"<p data-mce-fragment=""1"">Discover the perfect vaping experience with 100ml Shortfills by Juice N Power. This premium e-liquid comes in a 0mg nicotine strength and 70VG/30PG ratio, giving you all the flavour without the nicotine hit. 100ml bottles provide a larger quantity of e-liquid for extended vaping, and its balanced VG/PG ratio creates a smooth, thick vapour. Choose from a range of delicious flavours, and enjoy a satisfying and enjoyable experience, no matter what level vaper you are.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bottle Size 100ml</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">2 x 10ml nicotine shot capacity</li>
<li data-mce-fragment=""1"">Nicotine Strength 0mg</li>
<li data-mce-fragment=""1"">Best suited for Sub Ohm Kits.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Childproof Cap &amp; Tamper Evident Seal</span><br data-mce-fragment=""1"">
</li>
<li data-mce-fragment=""1"">Recyclable Bottle &amp; Box</li>
<li data-mce-fragment=""1"">TPD Compliant</li>
<li data-mce-fragment=""1"">made in the UK</li>
</ul>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Raspberry Pear</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Passion Lemonade<span class=""aay"" data-mce-fragment=""1""> </span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Frozen Pineapple </span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Blueberry Sour Raspberry</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Mango Medley</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Strawberries Lemon Berries</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Tropical Fruit </span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Carmel Milkshake</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Watermelon Mojito</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Sour Cherry</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Shock Fizzy</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Watermelon Candy Gummies</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""aay"" data-mce-fragment=""1"">Shock Rainbow Sweets</span></span></li>
</ul>
<p> </p>","70/30,candy/sweets,shortfill,0mg,fruity,10ml,direct-to-lung,100ml,nic_salt,ice","shortfill,100ml","candy/sweets,70/30,shortfill,0mg,fruity,10ml,direct-to-lung,100ml,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-juice-n-power-shortfills-50ml-70vg-30pg,0mg Juice N Power Shortfills 50ml (70VG/30PG),"<p data-mce-fragment=""1"">Up your vaping game with 50ml Shortfills by Juice N Power! Experience a high quality and smooth e-liquid, formulated with a 0mg nicotine strength and 70VG/30PG ratio. Plus, the 50ml bottle gives you the ideal amount of e-liquid for a long-lasting vaping session. Enjoy big, thick vapour clouds and a variety of delightful flavours, perfect for all sorts of vapers. Enhance your vaping experience with JNP 50ml Shortfills by Juice N Power - the perfect choice for a superior and enjoyable vaping experience!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bottle Size 50ml</li>
<li data-mce-fragment=""1"">70VG/30PG</li>
<li data-mce-fragment=""1"">1 x 10ml nicotine shot capacity</li>
<li data-mce-fragment=""1"">Nicotine Strength 0mg</li>
<li data-mce-fragment=""1"">Best suited for Sub Ohm Kits.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Childproof Cap &amp; Tamper Evident Seal</span><br data-mce-fragment=""1"">
</li>
<li data-mce-fragment=""1"">Recyclable Bottle &amp; Box</li>
<li data-mce-fragment=""1"">TPD Compliant</li>
<li data-mce-fragment=""1"">made in the UK</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:<br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Caramel Milkshake</span></span><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""></span>
</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Mango Medley</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Melon Berries</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Red Apple Slices</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Rainbow Sweets</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Rainbow Fizzy</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Strawberry Lemonade berries</span></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""Polaris-Badge_2qgie""><span data-mce-fragment=""1"" class=""Polaris-Text--root_yj4ah Polaris-Text--bodySm_nvqxj"">Watermelon Candy Gummies</span></span></li>
<li data-mce-fragment=""1"">Watermelon Mojito</li>
<li data-mce-fragment=""1"">Honeydew Kiwi Mint</li>
<li data-mce-fragment=""1"">Middle East Sour Cherry</li>
<li data-mce-fragment=""1"">Tropical Fruit</li>
</ul>
<div data-mce-fragment=""1"" class=""QfH8z""></div>","70/30,candy/sweets,50ml,shortfill,0mg,fruity,10ml,direct-to-lung,nic_salt,ice",shortfill,"candy/sweets,70/30,50ml,shortfill,0mg,fruity,10ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-just-juice-bar-saltfill-40ml-40vg-60pg,0mg Just Juice Bar Saltfill 40ml (40VG/60PG),"<p><span>The 0mg Just Juice Bar Saltfill 40ml Shortfill offers a smooth and flavourful vaping experience with a perfectly balanced 40VG/60PG blend. Designed for those who prefer a nicotine-free option, this saltfill provides a clean and satisfying throat hit while delivering vibrant and rich juice flavors. The 40ml shortfill bottle allows for easy customisation, giving vapers the flexibility to add their preferred nicotine shots if desired. Crafted with quality ingredients, this product ensures consistent vapour production and an enjoyable, smooth draw that complements any vaping device. Perfect for flavour enthusiasts seeking a nicotine-free alternative, it provides a delightful and refreshing vape every time.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>40ml Of E-Liquid In A 60ml Bottle</li>
<li>Makes A 3mg Or 6mg E-Liquid</li>
<li>0mg Nicotine Strength</li>
<li>40VG / 60PG Ratio</li>
<li>For MTL Vaping</li>
<li>Made In The UK</li>
<li>Tamper Evident Seal</li>
<li>Recyclable Bottle</li>
<li>Childproof Cap</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Banana</li>
<li>Blackcurrant Lemonade</li>
<li>Cherry</li>
<li>Cola</li>
<li>Dragonfruit &amp; Raspberry</li>
<li>Grape Aloe</li>
<li>Iced Caramel Macchiato</li>
<li>Kiwi Passion Orange</li>
<li>Lemon &amp; Lime</li>
<li>Lychee Mango</li>
<li>Orange &amp; Clementine</li>
<li>Pineapple</li>
<li>Sour Blue Razz Lime</li>
<li>Spearmint</li>
<li>Watermelon</li>
<li>Raspberry Grapefruit</li>
<li>Kiwi Cooler</li>
<li>Strawberry Kiwi</li>
<li>Vanilla Rhubarb</li>
<li>Tropical Peach</li>
</ul>","candy/sweets,mouth-to-lung,60/40,shortfill,0mg,nic_salt,ice","nic_salt,0mg,shortfill","candy/sweets,60/40,mouth-to-lung,shortfill,0mg,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-just-juice-brutal-drinks-100ml-shortfill-70vp-30pg,0mg Just Juice Brutal Drinks 100ml Shortfill (70VP/30PG),"<p><meta charset=""UTF-8""><span>The 0mg Just Juice Brutal Drinks 100ml Shortfill is a premium e-liquid crafted for those who enjoy bold and refreshing flavours without any nicotine content. Presented in a generous 100ml shortfill bottle, this blend features a smooth 70VG/30PG ratio, ideal for producing thick clouds and delivering rich, satisfying flavour with every inhale. The expertly balanced formula ensures a smooth throat hit while enhancing the profile of each distinct note, making it a perfect choice for sub-ohm vaping enthusiasts seeking a vibrant, all-day vape. </span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>100ml Of E-Liquid In A 120ml Bottle</li>
<li>Space For Two Nic Shots</li>
<li>70VG / 30PG Ratio</li>
<li>For Sub Ohm Vaping</li>
<li>Made In The UK</li>
<li>Childproof Cap</li>
<li>Tamper Evident Seal</li>
<li>Recyclable Bottle</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Blackcurrant Crush</li>
<li>Brutal Bull</li>
<li>Frozen Mojito</li>
<li>Mango Lassi</li>
<li>Mr Jack</li>
<li>Pina Colada</li>
<li>Raspberry Sour</li>
<li>Red &amp; Black</li>
<li>Rhubard &amp; Custard</li>
<li>Sour Strawberry Bubblegum</li>
</ul>","70/30,candy/sweets,beverages,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",shortfill,"candy/sweets,70/30,beverages,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-just-juice-mint-100ml-shortfill-70vg-30pg,0mg Just Juice MINT 100ml Shortfill (70VG/30PG),"<p><span>The 0mg Just Juice 100ml Shortfill offers a perfectly balanced vaping experience with its 70VG/30PG blend, delivering smooth and flavourful vapour without any nicotine. Designed for users who prefer a nicotine-free option, this shortfill provides a generous 100ml of vibrant e-liquid, allowing ample room to add nicotine shots if desired. The carefully crafted blend ensures rich flavour intensity and satisfying vapour production, making it an excellent choice for cloud chasers and flavour enthusiasts alike. Its hassle-free format is ideal for customisation while maintaining consistent quality and taste, perfect for those seeking a clean, refreshing vape without the buzz.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>100ml Of E-Liquid In A 120ml Bottle</li>
<li>Space Inside for Two Nic Shots</li>
<li>70VG / 30PG Ratio</li>
<li>For Sub Ohm Vaping</li>
<li>Made In The UK</li>
<li>TPD Compliant</li>
<li>Recyclable Bottle</li>
<li>Childproof Cap</li>
<li>Tamper Evident Seal</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Blue Mint (Peppermint)</li>
<li>Black Mint (Triple Menthol)</li>
<li>Red Mint (Cherry Menthol)</li>
<li>Green Mint (Spearmint)</li>
</ul>","70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",shortfill,"70/30,shortfill,0mg,100ml,direct-to-lung,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
0mg-just-juice-mint-40ml-saltfills-40vg-60pg,0mg Just Juice Mint 40ml Saltfills (40VG/60PG),"<p><meta charset=""UTF-8""><span>The 0mg Just Juice Mint 40ml Saltfills offers a crisp, refreshing vape experience with its cool mint flavour that is both smooth and invigorating. Crafted with a balanced 60VG/40PG ratio, it delivers a satisfying mix of dense vapour and rich flavour, making it ideal for flavour chasers seeking a clean, icy hit. This shortfill bottle contains 40ml of nicotine-free e-liquid, leaving room for a nic shot if desired, allowing you to customise the strength to your preference. Perfect for all-day vaping, the Just Juice Mint Saltfills brings a cooling sensation with every puff while maintaining consistency and quality throughout.</span><br></p>
<p><strong>Specifications:</strong></p>
<ul>
<li role=""presentation"" dir=""ltr""><span>40ml Saltfill E-liquid </span></li>
<li role=""presentation"" dir=""ltr""><span>0mg Nicotine Strength</span></li>
<li role=""presentation"" dir=""ltr""><span>60VG/40PG Ratio</span></li>
<li role=""presentation"" dir=""ltr""><span>Space for 2 Nic shots</span></li>
<li role=""presentation"" dir=""ltr""><span>MTL Vaping Style</span></li>
<li role=""presentation"" dir=""ltr""><span>Childproof Cap</span></li>
<li role=""presentation"" dir=""ltr""><span>Made in the UK</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Black </li>
<li>Blue </li>
<li>Mint Choco Chip</li>
<li>Green</li>
<li>Red </li>
<li>XXX</li>
</ul>","mouth-to-lung,60/40,shortfill,0mg,nic_salt,ice",nic_salt,"60/40,mouth-to-lung,shortfill,0mg,nic_salt,ice",e-liquid,Missing VG/PG ratio tag,vg_ratio category tag,,,
